0	0	2.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	1.00E-12	0	0	0	0	2.00E-12	0	1.00E-12	0	0	1.00E-12	0	1.00E-12	0	0	0	0	0	0	1.00E-12	0	0	1.00E-12	1.00E-12	0	2.00E-12	2.00E-12	0	0	0	2.00E-12	0	1.00E-12	0	1.00E-12	0	0	0	0	0	1.00E-12	1.00E-12	0	0	0	1.00E-12	1.00E-12	1.00E-12	1.00E-12	0	1.00E-12	0	0	0	1.00E-12	1.00E-12	0	0	0	1.00E-12	0	0	2.00E-12	0	0	1.00E-12	1.00E-12	1.00E-12	0	0	0	0	0	0	0	1.00E-12	0	0	0	2.00E-12	1.00E-12	1.00E-12	0	1.00E-12	0	2.00E-12	0	1.00E-12	0	1.00E-12	0	2.00E-12	2.00E-12	0	1.00E-12	0	0	0	1.00E-12	1.00E-12	0	0	0	0	0	0	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	0	0	0	1.00E-12	0	0	1.00E-12	2.00E-12	0	2.00E-12	0	2.00E-12	1.00E-12	0	0	2.00E-12	0	2.00E-12	0	1.00E-12	1.00E-12	0	1.00E-12	0	1.00E-12	0	0	0	1.00E-12	1.00E-12	1.00E-12	0	1.00E-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-12	0	2.00E-12	0	1.00E-12	0	0	0	0	0	1.00E-12	1.00E-12	1.00E-12	0	0	1.00E-12	1.00E-12	0	0	1.00E-12	0	0	0	1.00E-12	0	0	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	0
5.00E-06	0	3.00E-12	0	2.00E-12	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	0	0	0	3.00E-12	3.00E-12	3.00E-12	0	0	1.00E-12	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	0	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	0	2.00E-12	4.00E-12	0	0	1.00E-12	2.00E-12	1.00E-12	4.00E-12	1.00E-12	2.00E-12	0	0	1.00E-12	1.00E-12	0	1.00E-12	3.00E-12	0	0	0	1.00E-12	1.00E-12	1.00E-12	3.00E-12	0	2.00E-12	1.00E-12	0	0	1.00E-12	2.00E-12	0	1.00E-12	0	1.00E-12	0	0	2.00E-12	0	0	4.00E-12	4.00E-12	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	0	0	1.00E-12	0	0	0	2.00E-12	2.00E-12	1.00E-12	0	1.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	2.00E-12	0	2.00E-12	3.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	2.00E-12	2.00E-12	1.00E-12	0	0	0	0	0	2.00E-12	0	2.00E-12	1.00E-12	3.00E-12	0	0	1.00E-12	1.00E-12	1.00E-12	1.00E-12	0	2.00E-12	2.00E-12	1.00E-12	2.00E-12	0	2.00E-12	1.00E-12	2.00E-12	0	3.00E-12	0	3.00E-12	1.00E-12	3.00E-12	1.00E-12	0	1.00E-12	1.00E-12	3.00E-12	0	0	0	2.00E-12	2.00E-12	1.00E-12	0	1.00E-12	0	0	1.00E-12	0	2.00E-12	1.00E-12	0	1.00E-12	0	0	1.00E-12	1.00E-12	0	0	1.00E-12	3.00E-12	2.00E-12	0	1.00E-12	0	0	0	1.00E-12	0	1.00E-12	1.00E-12	2.00E-12	0	0	1.00E-12	1.00E-12	0	2.00E-12	4.00E-12	0	0	0	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	0
1.00E-05	1.00E-12	3.00E-12	0	2.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	4.00E-12	3.00E-12	3.00E-12	0	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	2.00E-12	0	1.00E-12	1.00E-12	0	2.00E-12	4.00E-12	0	0	1.00E-12	2.00E-12	1.00E-12	5.00E-12	1.00E-12	2.00E-12	0	0	1.00E-12	2.00E-12	2.00E-12	1.00E-12	4.00E-12	0	1.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	3.00E-12	0	2.00E-12	1.00E-12	0	0	3.00E-12	2.00E-12	0	2.00E-12	0	2.00E-12	1.00E-12	0	3.00E-12	0	0	5.00E-12	5.00E-12	1.00E-12	0	1.00E-12	1.00E-12	2.00E-12	1.00E-12	0	0	1.00E-12	0	1.00E-12	0	2.00E-12	3.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	1.00E-12	2.00E-12	0	2.00E-12	4.00E-12	2.00E-12	2.00E-12	1.00E-12	1.00E-12	0	3.00E-12	4.00E-12	1.00E-12	0	1.00E-12	0	0	0	2.00E-12	0	2.00E-12	1.00E-12	3.00E-12	0	0	1.00E-12	1.00E-12	1.00E-12	1.00E-12	0	2.00E-12	2.00E-12	1.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	2.00E-12	0	3.00E-12	1.00E-12	5.00E-12	4.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	4.00E-12	0	0	0	5.00E-12	3.00E-12	2.00E-12	1.00E-12	2.00E-12	0	0	2.00E-12	0	3.00E-12	2.00E-12	1.00E-12	2.00E-12	0	0	1.00E-12	1.00E-12	0	0	1.00E-12	3.00E-12	2.00E-12	0	2.00E-12	0	1.00E-12	1.00E-12	1.00E-12	0	3.00E-12	3.00E-12	2.00E-12	0	0	2.00E-12	1.00E-12	1.00E-12	2.00E-12	5.00E-12	0	0	1.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	2.00E-12	2.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	0
1.50E-05	1.00E-12	3.00E-12	0	2.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	2.00E-12	2.00E-12	2.00E-12	1.00E-12	4.00E-12	4.00E-12	4.00E-12	0	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	1.00E-12	1.00E-12	1.00E-12	2.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	1.00E-12	0	2.00E-12	4.00E-12	2.00E-12	0	3.00E-12	2.00E-12	2.00E-12	5.00E-12	1.00E-12	2.00E-12	0	2.00E-12	1.00E-12	2.00E-12	2.00E-12	1.00E-12	5.00E-12	0	1.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	3.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	3.00E-12	3.00E-12	2.00E-12	3.00E-12	0	4.00E-12	1.00E-12	0	4.00E-12	1.00E-12	0	5.00E-12	5.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	2.00E-12	1.00E-12	0	0	1.00E-12	0	2.00E-12	1.00E-12	2.00E-12	3.00E-12	2.00E-12	2.00E-12	1.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	4.00E-12	2.00E-12	0	2.00E-12	4.00E-12	2.00E-12	3.00E-12	2.00E-12	3.00E-12	2.00E-12	3.00E-12	4.00E-12	1.00E-12	1.00E-12	1.00E-12	0	0	0	3.00E-12	0	2.00E-12	1.00E-12	3.00E-12	1.00E-12	0	1.00E-12	2.00E-12	1.00E-12	2.00E-12	0	2.00E-12	2.00E-12	2.00E-12	4.00E-12	2.00E-12	2.00E-12	4.00E-12	2.00E-12	0	3.00E-12	1.00E-12	5.00E-12	4.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	4.00E-12	1.00E-12	0	0	6.00E-12	3.00E-12	3.00E-12	1.00E-12	4.00E-12	1.00E-12	0	2.00E-12	0	3.00E-12	3.00E-12	1.00E-12	2.00E-12	0	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	1.00E-12	3.00E-12	2.00E-12	1.00E-12	5.00E-12	0	3.00E-12	1.00E-12	1.00E-12	0	3.00E-12	3.00E-12	2.00E-12	0	0	2.00E-12	3.00E-12	1.00E-12	2.00E-12	5.00E-12	2.00E-12	1.00E-12	2.00E-12	2.00E-12	2.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	1.00E-12	2.00E-12	0
2.00E-05	2.00E-12	3.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	3.00E-12	2.00E-12	2.00E-12	1.00E-12	4.00E-12	4.00E-12	4.00E-12	0	1.00E-12	3.00E-12	1.00E-12	1.00E-12	1.00E-12	1.00E-12	2.00E-12	1.00E-12	2.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	2.00E-12	4.00E-12	2.00E-12	0	3.00E-12	3.00E-12	3.00E-12	5.00E-12	1.00E-12	2.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	3.00E-12	1.00E-12	5.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	0	4.00E-12	4.00E-12	3.00E-12	3.00E-12	0	6.00E-12	1.00E-12	0	4.00E-12	2.00E-12	1.00E-12	6.00E-12	5.00E-12	1.00E-12	3.00E-12	2.00E-12	1.00E-12	2.00E-12	1.00E-12	0	1.00E-12	2.00E-12	0	3.00E-12	1.00E-12	2.00E-12	3.00E-12	2.00E-12	3.00E-12	2.00E-12	2.00E-12	4.00E-12	1.00E-12	1.00E-12	4.00E-12	2.00E-12	1.00E-12	3.00E-12	4.00E-12	2.00E-12	4.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	5.00E-12	1.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	3.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	0	2.00E-12	2.00E-12	2.00E-12	4.00E-12	2.00E-12	2.00E-12	4.00E-12	2.00E-12	0	3.00E-12	2.00E-12	7.00E-12	4.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	4.00E-12	1.00E-12	0	0	6.00E-12	3.00E-12	4.00E-12	2.00E-12	4.00E-12	3.00E-12	1.00E-12	4.00E-12	0	3.00E-12	4.00E-12	1.00E-12	2.00E-12	0	2.00E-12	3.00E-12	2.00E-12	2.00E-12	0	3.00E-12	3.00E-12	2.00E-12	2.00E-12	5.00E-12	0	5.00E-12	1.00E-12	1.00E-12	0	4.00E-12	3.00E-12	3.00E-12	0	0	2.00E-12	3.00E-12	1.00E-12	2.00E-12	6.00E-12	2.00E-12	2.00E-12	3.00E-12	3.00E-12	2.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	4.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12
2.50E-05	2.00E-12	3.00E-12	1.00E-12	4.00E-12	3.00E-12	4.00E-12	3.00E-12	3.00E-12	3.00E-12	2.00E-12	3.00E-12	1.00E-12	5.00E-12	5.00E-12	5.00E-12	0	1.00E-12	3.00E-12	1.00E-12	1.00E-12	3.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	1.00E-12	2.00E-12	4.00E-12	2.00E-12	0	3.00E-12	4.00E-12	5.00E-12	6.00E-12	1.00E-12	2.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	3.00E-12	1.00E-12	6.00E-12	2.00E-12	3.00E-12	2.00E-12	3.00E-12	2.00E-12	1.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	2.00E-12	1.00E-12	4.00E-12	4.00E-12	3.00E-12	4.00E-12	0	6.00E-12	2.00E-12	3.00E-12	4.00E-12	2.00E-12	2.00E-12	6.00E-12	5.00E-12	1.00E-12	4.00E-12	2.00E-12	1.00E-12	2.00E-12	2.00E-12	1.00E-12	1.00E-12	3.00E-12	0	6.00E-12	1.00E-12	2.00E-12	3.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	5.00E-12	3.00E-12	1.00E-12	4.00E-12	3.00E-12	2.00E-12	4.00E-12	4.00E-12	4.00E-12	4.00E-12	2.00E-12	5.00E-12	3.00E-12	3.00E-12	5.00E-12	2.00E-12	1.00E-12	2.00E-12	1.00E-12	1.00E-12	0	3.00E-12	1.00E-12	4.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	2.00E-12	4.00E-12	1.00E-12	2.00E-12	0	3.00E-12	2.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	6.00E-12	2.00E-12	1.00E-12	3.00E-12	2.00E-12	7.00E-12	6.00E-12	3.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	5.00E-12	1.00E-12	0	1.00E-12	6.00E-12	3.00E-12	4.00E-12	2.00E-12	4.00E-12	4.00E-12	1.00E-12	4.00E-12	0	3.00E-12	4.00E-12	1.00E-12	2.00E-12	0	2.00E-12	4.00E-12	2.00E-12	3.00E-12	1.00E-12	3.00E-12	3.00E-12	2.00E-12	3.00E-12	5.00E-12	0	5.00E-12	2.00E-12	1.00E-12	0	5.00E-12	4.00E-12	3.00E-12	2.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	6.00E-12	2.00E-12	2.00E-12	3.00E-12	3.00E-12	2.00E-12	1.00E-12	2.00E-12	3.00E-12	4.00E-12	4.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12
3.00E-05	3.00E-12	3.00E-12	2.00E-12	5.00E-12	3.00E-12	4.00E-12	3.00E-12	4.00E-12	3.00E-12	2.00E-12	3.00E-12	2.00E-12	6.00E-12	5.00E-12	5.00E-12	0	1.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	2.00E-12	3.00E-12	1.00E-12	2.00E-12	3.00E-12	1.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	4.00E-12	2.00E-12	1.00E-12	5.00E-12	4.00E-12	5.00E-12	6.00E-12	2.00E-12	2.00E-12	1.00E-12	3.00E-12	2.00E-12	3.00E-12	4.00E-12	2.00E-12	6.00E-12	2.00E-12	3.00E-12	3.00E-12	3.00E-12	4.00E-12	1.00E-12	3.00E-12	3.00E-12	4.00E-12	5.00E-12	3.00E-12	1.00E-12	4.00E-12	7.00E-12	3.00E-12	4.00E-12	2.00E-12	7.00E-12	2.00E-12	3.00E-12	5.00E-12	2.00E-12	2.00E-12	6.00E-12	6.00E-12	1.00E-12	4.00E-12	2.00E-12	3.00E-12	2.00E-12	2.00E-12	1.00E-12	1.00E-12	3.00E-12	2.00E-12	6.00E-12	1.00E-12	2.00E-12	3.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	6.00E-12	3.00E-12	3.00E-12	4.00E-12	3.00E-12	3.00E-12	4.00E-12	5.00E-12	5.00E-12	5.00E-12	2.00E-12	6.00E-12	4.00E-12	4.00E-12	6.00E-12	3.00E-12	1.00E-12	2.00E-12	2.00E-12	1.00E-12	0	5.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	3.00E-12	2.00E-12	2.00E-12	4.00E-12	1.00E-12	4.00E-12	1.00E-12	5.00E-12	2.00E-12	2.00E-12	5.00E-12	2.00E-12	3.00E-12	6.00E-12	2.00E-12	2.00E-12	4.00E-12	3.00E-12	7.00E-12	7.00E-12	3.00E-12	1.00E-12	3.00E-12	2.00E-12	3.00E-12	5.00E-12	2.00E-12	1.00E-12	1.00E-12	7.00E-12	3.00E-12	6.00E-12	3.00E-12	4.00E-12	4.00E-12	2.00E-12	5.00E-12	0	4.00E-12	5.00E-12	1.00E-12	3.00E-12	1.00E-12	3.00E-12	4.00E-12	2.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	4.00E-12	5.00E-12	0	8.00E-12	2.00E-12	1.00E-12	0	7.00E-12	4.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	3.00E-12	1.00E-12	2.00E-12	6.00E-12	2.00E-12	2.00E-12	3.00E-12	3.00E-12	3.00E-12	1.00E-12	2.00E-12	4.00E-12	4.00E-12	4.00E-12	3.00E-12	3.00E-12	3.00E-12	4.00E-12
3.50E-05	3.00E-12	3.00E-12	2.00E-12	5.00E-12	3.00E-12	6.00E-12	3.00E-12	4.00E-12	3.00E-12	2.00E-12	3.00E-12	2.00E-12	6.00E-12	5.00E-12	5.00E-12	0	1.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	2.00E-12	2.00E-12	2.00E-12	4.00E-12	1.00E-12	4.00E-12	3.00E-12	1.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	4.00E-12	2.00E-12	1.00E-12	6.00E-12	4.00E-12	5.00E-12	6.00E-12	2.00E-12	4.00E-12	2.00E-12	3.00E-12	2.00E-12	6.00E-12	4.00E-12	2.00E-12	6.00E-12	2.00E-12	3.00E-12	3.00E-12	3.00E-12	7.00E-12	1.00E-12	4.00E-12	3.00E-12	4.00E-12	5.00E-12	4.00E-12	1.00E-12	4.00E-12	7.00E-12	4.00E-12	4.00E-12	5.00E-12	7.00E-12	2.00E-12	3.00E-12	5.00E-12	2.00E-12	2.00E-12	6.00E-12	6.00E-12	1.00E-12	4.00E-12	3.00E-12	3.00E-12	2.00E-12	3.00E-12	1.00E-12	1.00E-12	3.00E-12	2.00E-12	6.00E-12	1.00E-12	2.00E-12	3.00E-12	2.00E-12	5.00E-12	3.00E-12	4.00E-12	6.00E-12	3.00E-12	3.00E-12	4.00E-12	4.00E-12	5.00E-12	4.00E-12	5.00E-12	5.00E-12	5.00E-12	2.00E-12	6.00E-12	4.00E-12	4.00E-12	7.00E-12	3.00E-12	2.00E-12	2.00E-12	2.00E-12	2.00E-12	0	5.00E-12	3.00E-12	5.00E-12	3.00E-12	5.00E-12	3.00E-12	2.00E-12	3.00E-12	5.00E-12	1.00E-12	5.00E-12	1.00E-12	6.00E-12	2.00E-12	2.00E-12	6.00E-12	3.00E-12	5.00E-12	6.00E-12	2.00E-12	2.00E-12	7.00E-12	3.00E-12	7.00E-12	7.00E-12	3.00E-12	1.00E-12	4.00E-12	2.00E-12	4.00E-12	6.00E-12	2.00E-12	2.00E-12	1.00E-12	8.00E-12	3.00E-12	6.00E-12	4.00E-12	5.00E-12	4.00E-12	2.00E-12	5.00E-12	2.00E-12	4.00E-12	5.00E-12	2.00E-12	5.00E-12	1.00E-12	4.00E-12	5.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	5.00E-12	3.00E-12	5.00E-12	5.00E-12	0	8.00E-12	2.00E-12	1.00E-12	0	7.00E-12	5.00E-12	4.00E-12	2.00E-12	2.00E-12	4.00E-12	3.00E-12	2.00E-12	2.00E-12	7.00E-12	2.00E-12	2.00E-12	3.00E-12	4.00E-12	4.00E-12	1.00E-12	2.00E-12	4.00E-12	4.00E-12	5.00E-12	4.00E-12	4.00E-12	4.00E-12	4.00E-12
4.00E-05	3.00E-12	3.00E-12	3.00E-12	5.00E-12	3.00E-12	6.00E-12	4.00E-12	4.00E-12	5.00E-12	2.00E-12	3.00E-12	3.00E-12	6.00E-12	6.00E-12	5.00E-12	0	1.00E-12	5.00E-12	4.00E-12	3.00E-12	3.00E-12	2.00E-12	3.00E-12	4.00E-12	4.00E-12	1.00E-12	4.00E-12	3.00E-12	3.00E-12	3.00E-12	5.00E-12	3.00E-12	3.00E-12	6.00E-12	3.00E-12	1.00E-12	6.00E-12	5.00E-12	5.00E-12	7.00E-12	3.00E-12	4.00E-12	2.00E-12	3.00E-12	2.00E-12	7.00E-12	4.00E-12	2.00E-12	6.00E-12	2.00E-12	3.00E-12	3.00E-12	4.00E-12	8.00E-12	1.00E-12	5.00E-12	4.00E-12	4.00E-12	5.00E-12	4.00E-12	3.00E-12	4.00E-12	7.00E-12	4.00E-12	4.00E-12	6.00E-12	8.00E-12	2.00E-12	5.00E-12	5.00E-12	3.00E-12	2.00E-12	8.00E-12	6.00E-12	1.00E-12	4.00E-12	4.00E-12	3.00E-12	3.00E-12	3.00E-12	1.00E-12	1.00E-12	4.00E-12	3.00E-12	7.00E-12	2.00E-12	3.00E-12	3.00E-12	2.00E-12	6.00E-12	3.00E-12	5.00E-12	6.00E-12	3.00E-12	4.00E-12	4.00E-12	4.00E-12	5.00E-12	5.00E-12	6.00E-12	5.00E-12	5.00E-12	2.00E-12	6.00E-12	4.00E-12	5.00E-12	9.00E-12	3.00E-12	3.00E-12	2.00E-12	2.00E-12	3.00E-12	0	5.00E-12	3.00E-12	5.00E-12	3.00E-12	6.00E-12	5.00E-12	2.00E-12	4.00E-12	6.00E-12	1.00E-12	6.00E-12	1.00E-12	6.00E-12	2.00E-12	3.00E-12	6.00E-12	3.00E-12	7.00E-12	8.00E-12	2.00E-12	3.00E-12	8.00E-12	3.00E-12	7.00E-12	8.00E-12	3.00E-12	1.00E-12	4.00E-12	2.00E-12	6.00E-12	6.00E-12	3.00E-12	4.00E-12	1.00E-12	8.00E-12	3.00E-12	6.00E-12	5.00E-12	5.00E-12	5.00E-12	2.00E-12	5.00E-12	2.00E-12	5.00E-12	6.00E-12	2.00E-12	5.00E-12	1.00E-12	5.00E-12	6.00E-12	3.00E-12	3.00E-12	4.00E-12	3.00E-12	5.00E-12	4.00E-12	6.00E-12	5.00E-12	0	8.00E-12	2.00E-12	1.00E-12	0	7.00E-12	5.00E-12	5.00E-12	2.00E-12	2.00E-12	5.00E-12	3.00E-12	3.00E-12	2.00E-12	7.00E-12	3.00E-12	3.00E-12	3.00E-12	5.00E-12	4.00E-12	2.00E-12	3.00E-12	4.00E-12	4.00E-12	5.00E-12	5.00E-12	5.00E-12	4.00E-12	4.00E-12
4.50E-05	4.00E-12	3.00E-12	3.00E-12	5.00E-12	4.00E-12	7.00E-12	6.00E-12	4.00E-12	5.00E-12	3.00E-12	3.00E-12	3.00E-12	7.00E-12	7.00E-12	5.00E-12	1.00E-12	1.00E-12	5.00E-12	4.00E-12	3.00E-12	4.00E-12	2.00E-12	3.00E-12	4.00E-12	5.00E-12	3.00E-12	4.00E-12	5.00E-12	3.00E-12	3.00E-12	6.00E-12	4.00E-12	3.00E-12	6.00E-12	4.00E-12	1.00E-12	6.00E-12	7.00E-12	5.00E-12	7.00E-12	4.00E-12	4.00E-12	2.00E-12	4.00E-12	2.00E-12	7.00E-12	5.00E-12	2.00E-12	6.00E-12	2.00E-12	3.00E-12	3.00E-12	5.00E-12	9.00E-12	2.00E-12	6.00E-12	5.00E-12	5.00E-12	5.00E-12	5.00E-12	3.00E-12	5.00E-12	7.00E-12	4.00E-12	4.00E-12	6.00E-12	8.00E-12	2.00E-12	5.00E-12	5.00E-12	3.00E-12	3.00E-12	8.00E-12	6.00E-12	1.00E-12	4.00E-12	4.00E-12	3.00E-12	3.00E-12	4.00E-12	3.00E-12	1.00E-12	4.00E-12	4.00E-12	7.00E-12	2.00E-12	4.00E-12	3.00E-12	2.00E-12	6.00E-12	4.00E-12	7.00E-12	6.00E-12	3.00E-12	4.00E-12	4.00E-12	5.00E-12	7.00E-12	7.00E-12	7.00E-12	6.00E-12	5.00E-12	2.00E-12	6.00E-12	4.00E-12	5.00E-12	1.00E-11	3.00E-12	3.00E-12	3.00E-12	3.00E-12	3.00E-12	1.00E-12	5.00E-12	3.00E-12	5.00E-12	5.00E-12	7.00E-12	6.00E-12	2.00E-12	6.00E-12	7.00E-12	1.00E-12	7.00E-12	1.00E-12	6.00E-12	2.00E-12	3.00E-12	6.00E-12	4.00E-12	9.00E-12	9.00E-12	3.00E-12	3.00E-12	8.00E-12	4.00E-12	7.00E-12	8.00E-12	3.00E-12	1.00E-12	4.00E-12	2.00E-12	6.00E-12	6.00E-12	3.00E-12	4.00E-12	2.00E-12	1.00E-11	3.00E-12	6.00E-12	5.00E-12	6.00E-12	5.00E-12	2.00E-12	6.00E-12	2.00E-12	5.00E-12	8.00E-12	2.00E-12	6.00E-12	1.00E-12	5.00E-12	6.00E-12	3.00E-12	3.00E-12	4.00E-12	4.00E-12	6.00E-12	4.00E-12	6.00E-12	5.00E-12	0	8.00E-12	3.00E-12	1.00E-12	0	7.00E-12	5.00E-12	5.00E-12	3.00E-12	2.00E-12	5.00E-12	4.00E-12	4.00E-12	3.00E-12	7.00E-12	3.00E-12	3.00E-12	3.00E-12	7.00E-12	4.00E-12	2.00E-12	3.00E-12	5.00E-12	4.00E-12	6.00E-12	6.00E-12	8.00E-12	4.00E-12	4.00E-12
